,Name,Age,Height,Weight,NOC,Year,City,Medal,Times_Participated,Participation_Number
1301,Ilona cs (-Zimmermann),16.0,171.32436260623228,61.75478645066274,HUN,1936,Berlin,no medal,1,1
1738,"Margarete ""Grete"" Adler",16.0,171.32436260623228,61.75478645066274,AUT,1912,Stockholm,no medal,2,1
2408,Elisabeth Ulla Johanna kesdotter Ahlgren (-Borglin),23.0,171.32436260623228,61.75478645066274,SWE,1948,London,no medal,1,1
3097,Anastasiya Sergeyevna Aksenova,18.0,182.0,65.0,RUS,2008,Beijing,no medal,1,1
4272,"Joan ""Jody"" Alderson (-Braskamp)",17.0,170.0,59.0,USA,1952,Helsinki,no medal,1,1
4306,Ana Feio da Gama Alegria,15.0,177.0,65.0,POR,1992,Barcelona,no medal,2,1
4853,Triin Aljand,23.0,179.0,68.0,EST,2008,Beijing,no medal,3,2
4870,Jasmine Alkhaldi,19.0,180.0,60.0,PHI,2012,London,no medal,2,1
4871,Jasmine Alkhaldi,23.0,180.0,60.0,PHI,2016,Rio de Janeiro,no medal,2,2
4876,Fatim Alkrmova,14.0,175.0,60.0,AZE,2016,Rio de Janeiro,no medal,1,1
4937,Lesley Allardice,15.0,162.0,50.0,GBR,1972,Munich,no medal,1,1
5435,Malin Therse Alshammar,23.0,180.0,64.0,SWE,2000,Sydney,Silver,6,2
5674,Valeria lvarez,18.0,171.32436260623228,61.75478645066274,ARG,1996,Atlanta,no medal,1,1
6259,Linda Amos,18.0,173.0,73.0,GBR,1964,Tokyo,no medal,1,1
6336,Gail Amundrud (-Beattie),19.0,183.0,70.0,CAN,1976,Montreal,no medal,1,1
6520,Virginia Anchestegui Rabasa,15.0,168.0,55.0,MEX,1972,Munich,no medal,1,1
6652,"Greta Marie Andersen (-Sonnichsen, -Veress)",21.0,171.32436260623228,61.75478645066274,DEN,1948,London,Gold,2,1
6655,"Greta Marie Andersen (-Sonnichsen, -Veress)",25.0,171.32436260623228,61.75478645066274,DEN,1952,Helsinki,no medal,2,2
6709,"Else Lilly ""Lilli"" Andersen (-Svanberg)",17.0,171.32436260623228,61.75478645066274,DEN,1932,Los Angeles,no medal,1,1
6967,Eva Maria Andersson,15.0,167.0,63.0,SWE,1972,Munich,no medal,1,1
7001,Inger Elisabeth Andersson (-Fogelstrm),18.0,171.0,66.0,SWE,1972,Munich,no medal,1,1
7065,Lotten Katrin Andersson,18.0,167.0,53.0,SWE,1968,Mexico City,no medal,2,2
8646,Ruth Evelyn Apt Leheimer,15.0,152.0,50.0,URU,1968,Mexico City,no medal,1,1
8847,Yukie Arata,17.0,171.32436260623228,61.75478645066274,JPN,1932,Los Angeles,no medal,1,1
8857,Carolina Araujo,17.0,158.0,61.75478645066274,MOZ,1988,Seoul,no medal,1,1
9058,Josette Arne (Delmas-),23.0,171.32436260623228,61.75478645066274,FRA,1948,London,no medal,2,1
9060,Josette Arne (Delmas-),27.0,171.32436260623228,61.75478645066274,FRA,1952,Helsinki,no medal,2,2
9346,Marie-Thrse Armentero (-Fuzzati),18.0,164.0,67.0,SUI,1984,Los Angeles,no medal,2,1
9349,Marie-Thrse Armentero (-Fuzzati),22.0,164.0,67.0,SUI,1988,Seoul,no medal,2,2
9488,Eva Johanne Arndt-Riise,16.0,171.32436260623228,61.75478645066274,DEN,1936,Berlin,no medal,2,1
9648,Marcia Arriaga Larrinua,12.0,168.0,58.0,MEX,1968,Mexico City,no medal,2,1
9651,Marcia Arriaga Larrinua,16.0,168.0,58.0,MEX,1972,Munich,no medal,2,2
9738,Heather Ann Arseth,22.0,170.0,60.0,MRI,2016,Rio de Janeiro,no medal,2,2
10467,Silvana Asturias Morel,15.0,154.0,55.0,GUA,1968,Mexico City,no medal,1,1
11281,Maria Awori,15.0,160.0,47.0,KEN,2000,Sydney,no medal,1,1
11481,Sihame Ayouba Ali,17.0,161.0,50.0,COM,2012,London,no medal,1,1
11659,Miyoko Azuma,19.0,162.0,60.0,JPN,1964,Tokyo,no medal,1,1
11776,Shirley Frances Babashoff,15.0,178.0,67.0,USA,1972,Munich,Silver,2,1
11781,Shirley Frances Babashoff,19.0,178.0,67.0,USA,1976,Montreal,no medal,2,2
14637,Florence Barker,19.292025862068964,171.32436260623228,61.75478645066274,GBR,1924,Paris,no medal,1,1
14822,Angela Mary Barnwell (-Kemp),16.0,171.32436260623228,61.75478645066274,GBR,1952,Helsinki,no medal,1,1
15093,Blanca Luz Barrn Serrano,22.0,168.0,50.0,MEX,1956,Melbourne,no medal,2,1
15094,Blanca Luz Barrn Serrano,26.0,168.0,50.0,MEX,1960,Roma,no medal,2,2
15597,Paulina Barzycka,18.0,181.0,67.0,POL,2004,Athina,no medal,2,1
16357,"Suzanne Carol ""Susie"" Baumer (-Ford)",22.0,168.0,60.0,AUS,1988,Seoul,no medal,2,2
16979,"Lillian ""Lily"" De Beaurepaire (-Clarke)",26.0,171.32436260623228,61.75478645066274,AUS,1920,Antwerpen,no medal,1,1
17748,"Gertrude ""Traudi"" Beierlein",23.0,171.0,58.0,GER,1964,Tokyo,no medal,1,1
17787,"Maria Martha ""Rie"" Beisenherz",18.0,171.32436260623228,61.75478645066274,NED,1920,Antwerpen,no medal,1,1
18168,"Lynette ""Lyn"" Bell (-Chipchase)",17.0,167.0,57.0,AUS,1964,Tokyo,no medal,2,1
18170,"Lynette ""Lyn"" Bell (-Chipchase)",21.0,167.0,57.0,AUS,1968,Mexico City,no medal,2,2
18875,Daniela Beneck (-Frinolli),18.0,163.0,54.0,ITA,1964,Tokyo,no medal,2,2
19656,"Aina Berg (-Brolin, -Heinze)",18.0,171.32436260623228,61.75478645066274,SWE,1920,Antwerpen,no medal,2,1
19815,Guylaine Berger (-Talochino),16.0,169.0,58.0,FRA,1972,Munich,no medal,3,1
19817,Guylaine Berger (-Talochino),20.0,169.0,58.0,FRA,1976,Montreal,no medal,3,2
19821,Guylaine Berger (-Talochino),24.0,169.0,58.0,FRA,1980,Moskva,no medal,3,3
19939,Gudrun Elisabeth Berglund,19.0,167.0,51.0,SWE,1968,Mexico City,no medal,1,1
19948,Maud Karin Berglund (-Svensson),18.0,171.32436260623228,61.75478645066274,SWE,1952,Helsinki,no medal,1,1
21011,"Catharina Johanna ""Toos"" Beumer (-Krediet)",17.0,174.0,70.0,NED,1964,Tokyo,no medal,2,1
21013,"Catharina Johanna ""Toos"" Beumer (-Krediet)",21.0,174.0,70.0,NED,1968,Mexico City,no medal,2,2
22130,Angela Birch,14.0,175.0,57.0,FIJ,1988,Seoul,no medal,1,1
22203,Lillian Birkenhead (-Pearce),15.0,171.32436260623228,61.75478645066274,GBR,1920,Antwerpen,no medal,1,1
22534,Lra Hrund Bjargardttir,19.0,167.0,58.0,ISL,2000,Sydney,no medal,2,1
22593,Elsa Margareta Bjrklund (-Olsson),17.0,171.32436260623228,61.75478645066274,SWE,1912,Stockholm,no medal,1,1
22730,Susann Jakobsen Bjrnsen,23.0,182.0,72.0,NOR,2016,Rio de Janeiro,no medal,1,1
22981,Lorna Blake,14.0,167.0,50.0,PUR,1968,Mexico City,no medal,1,1
23284,Ethelda Marguerite Bleibtrey (-Schlatke),18.0,171.32436260623228,61.75478645066274,USA,1920,Antwerpen,Gold,1,1
23488,Rene Blondeau (-Bellecroix),18.0,171.32436260623228,61.75478645066274,FRA,1936,Berlin,no medal,1,1
23605,Pernille Blume,18.0,170.0,58.0,DEN,2012,London,no medal,2,1
23610,Pernille Blume,22.0,170.0,58.0,DEN,2016,Rio de Janeiro,no medal,2,2
24147,Geert Boekhout,18.0,174.0,62.0,BEL,1976,Montreal,no medal,1,1
25330,Charlotte Bonnet,17.0,175.0,64.0,FRA,2012,London,no medal,2,1
25333,Charlotte Bonnet,21.0,175.0,64.0,FRA,2016,Rio de Janeiro,no medal,2,2
25582,Sharon Booth,16.0,166.0,56.0,AUS,1972,Munich,no medal,1,1
26052,Katalin Boros,19.0,173.0,63.0,HUN,1960,Roma,no medal,1,1
26290,"Petronella Johanna Maria ""Nel"" Bos",20.0,170.0,58.0,NED,1968,Mexico City,no medal,1,1
26481,Tine Bossuyt,20.0,185.0,76.0,BEL,2000,Sydney,no medal,1,1
26598,Jean Annabel Botham,17.0,171.32436260623228,61.75478645066274,GBR,1952,Helsinki,no medal,1,1
27684,Charlotte Duggan Boyle (-Clune),20.0,167.0,61.75478645066274,USA,1920,Antwerpen,no medal,1,1
28664,Gerda Kirsten Margareta Bredgaard,20.0,171.32436260623228,61.75478645066274,DEN,1928,Amsterdam,no medal,1,1
29162,Karin Brienesse,19.0,181.0,73.0,NED,1988,Seoul,no medal,3,1
29166,Karin Brienesse,23.0,181.0,73.0,NED,1992,Barcelona,no medal,3,2
29169,Karin Brienesse,27.0,181.0,73.0,NED,1996,Atlanta,no medal,3,3
29219,Enith Sijtje Maria Brigitha (-Salle),17.0,174.0,67.0,NED,1972,Munich,no medal,2,1
29224,Enith Sijtje Maria Brigitha (-Salle),21.0,174.0,67.0,NED,1976,Montreal,Bronze,2,2
30177,"Rosemary Edith Brown (-Alexander, -Fydler)",19.0,173.0,62.0,AUS,1980,Moskva,no medal,1,1
30416,Magda Bruggemann Schmidt,18.0,171.32436260623228,61.75478645066274,MEX,1948,London,no medal,1,1
30708,"Ursula ""Ursel"" Brunner (-Wirth)",19.0,165.0,55.0,GER,1960,Roma,no medal,2,1
31779,Ratchaneewan Bulakul,13.0,165.0,44.0,THA,1976,Montreal,no medal,1,1
31910,Neville Frances Bult (-Vorrath),19.0,163.0,61.75478645066274,AUS,1932,Los Angeles,no medal,1,1
31990,Hansje Bunschoten,14.0,171.32436260623228,61.75478645066274,NED,1972,Munich,no medal,1,1
32372,Lucy Burle Kalache,17.0,172.0,63.0,BRA,1972,Munich,no medal,1,1
33934,Romana Calligaris,27.0,173.0,62.0,ITA,1952,Helsinki,no medal,1,1
34182,Adriana Camelli,19.292025862068964,171.32436260623228,61.75478645066274,ARG,1948,London,no medal,1,1
34312,Bronte Campbell,22.0,179.0,58.0,AUS,2016,Rio de Janeiro,no medal,2,2
34319,Cate Natalie Campbell,16.0,186.0,67.0,AUS,2008,Beijing,no medal,3,1
34324,Cate Natalie Campbell,24.0,186.0,67.0,AUS,2016,Rio de Janeiro,no medal,3,3
34375,Jeannette Morven Campbell (-Peper),20.0,171.32436260623228,61.75478645066274,ARG,1936,Berlin,Silver,1,1
35633,Greta Ingeborg Carlsson (-Nygren),13.0,171.32436260623228,61.75478645066274,SWE,1912,Stockholm,no medal,1,1
35847,Fernande Caroen,27.0,171.32436260623228,61.75478645066274,BEL,1948,London,no medal,1,1
36215,Fritze Wulff Carstensen (Nathansen-),23.0,171.32436260623228,61.75478645066274,DEN,1948,London,no medal,1,1
36873,Lylian Stella Castillo Gmez,15.0,162.0,58.0,URU,1968,Mexico City,no medal,1,1
37805,Carolina Cerqueda Santacreu,18.0,160.0,53.0,AND,2004,Athina,no medal,1,1
38493,Natthanan Chankrajang,22.0,166.0,57.0,THA,2008,Beijing,no medal,3,1
38497,Natthanan Chankrajang,30.0,166.0,57.0,THA,2016,Rio de Janeiro,no medal,3,3
38792,Garnet Charwat,13.0,167.0,50.0,NCA,1980,Moskva,no medal,1,1
39560,"Li Mei ""Camille Lily"" Cheng",23.0,178.0,65.0,HKG,2016,Rio de Janeiro,no medal,1,1
39602,Cheng Jiaru,19.0,179.0,66.0,CHN,2004,Athina,no medal,1,1
40172,Suzu Chiba,16.0,170.0,58.0,JPN,1992,Barcelona,no medal,2,1
40529,Cristina Chiuso,26.0,170.0,55.0,ITA,2000,Sydney,no medal,4,2
41100,Helen Chow,18.0,160.0,60.0,MAS,1984,Los Angeles,no medal,1,1
41451,Angelia Chuck,23.0,173.0,66.0,JAM,2004,Athina,no medal,2,2
41550,Chung Th Thanh Lan,18.0,156.0,43.0,VIE,1980,Moskva,no medal,1,1
42218,Barbara Lynne Clark (-Parolin),17.0,168.0,61.0,CAN,1976,Montreal,no medal,1,1
42228,Carmel Frances Clark (-Gardner),19.0,179.0,63.0,NZL,1984,Los Angeles,no medal,1,1
43228,Nicoleta Coica,22.0,172.0,68.0,MDA,2004,Athina,no medal,1,1
43662,Grazia Colombo,19.0,169.0,61.0,ITA,1984,Los Angeles,no medal,1,1
43716,Hayde Coloso Espino,22.0,161.0,57.0,PHI,1960,Roma,no medal,1,1
44345,Wendy Elizabeth Cook-Hogg,15.0,175.0,64.0,CAN,1972,Munich,no medal,2,1
44411,Heather Margaret Coombridge,19.0,173.0,61.75478645066274,NZL,1972,Munich,no medal,1,1
44484,Margaret Joyce Cooper (-Badcock),19.0,169.0,61.75478645066274,GBR,1928,Amsterdam,Bronze,2,1
44487,Margaret Joyce Cooper (-Badcock),23.0,169.0,61.75478645066274,GBR,1932,Los Angeles,no medal,2,2
44558,Eileen Marie Coparropa Alemn,19.0,170.0,70.0,PAN,2000,Sydney,no medal,3,2
44560,Eileen Marie Coparropa Alemn,23.0,170.0,70.0,PAN,2004,Athina,no medal,3,3
44624,Susana Norma Coppo,16.0,165.0,57.0,ARG,1976,Montreal,no medal,1,1
44945,Marie Louise Corridon (-Mortell),18.0,171.32436260623228,61.75478645066274,USA,1948,London,no medal,1,1
45216,Tamara Virgi Costache,18.0,172.0,68.0,ROU,1988,Seoul,no medal,1,1
45404,Natalie Anne Coughlin (-Hall),21.0,173.0,63.0,USA,2004,Athina,Bronze,3,1
45409,Natalie Anne Coughlin (-Hall),25.0,173.0,63.0,USA,2008,Beijing,Bronze,3,2
45538,Piedade Coutinho-Tavares da Silva,16.0,171.32436260623228,61.75478645066274,BRA,1936,Berlin,no medal,3,1
45540,Piedade Coutinho-Tavares da Silva,28.0,171.32436260623228,61.75478645066274,BRA,1948,London,no medal,3,2
45638,Kirsty Leigh Coventry (-Seward),16.0,176.0,64.0,ZIM,2000,Sydney,no medal,5,1
45862,Shelley Katherine Cramer (-Persinger),14.0,162.0,54.0,ISV,1976,Montreal,no medal,3,1
45865,Shelley Katherine Cramer (-Persinger),22.0,162.0,54.0,ISV,1984,Los Angeles,no medal,3,2
45869,Shelley Katherine Cramer (-Persinger),30.0,162.0,54.0,ISV,1992,Barcelona,no medal,3,3
45908,Lorraine Joyce Crapp (-Thurlow),18.0,167.0,61.75478645066274,AUS,1956,Melbourne,Silver,2,1
46126,Annabelle Mary Cripps,20.0,180.0,66.0,GBR,1988,Seoul,no medal,2,2
46265,June Alexandra Croft,17.0,170.0,60.0,GBR,1980,Moskva,no medal,3,1
46269,June Alexandra Croft,21.0,170.0,60.0,GBR,1984,Los Angeles,no medal,3,2
46274,June Alexandra Croft,25.0,170.0,60.0,GBR,1988,Seoul,no medal,3,3
46367,Siobhan Trichelle Cropper,18.0,170.0,62.0,TTO,1996,Atlanta,no medal,2,1
46369,Siobhan Trichelle Cropper,22.0,170.0,62.0,TTO,2000,Sydney,no medal,2,2
46480,Sandra Crousse,18.0,165.0,59.0,PER,1984,Los Angeles,no medal,1,1
47151,Veronica Cummings,15.0,165.0,61.0,GUM,1988,Seoul,no medal,1,1
47367,Ann Elisabeth Curtis (-Cuneo),22.0,171.32436260623228,61.75478645066274,USA,1948,London,Silver,1,1
47402,Daisy Curwen,22.0,171.32436260623228,61.75478645066274,GBR,1912,Stockholm,no medal,1,1
47802,Maria Anglica Leo da Costa,17.0,171.32436260623228,61.75478645066274,BRA,1948,London,no medal,1,1
48189,Monica Anja Dahl (-Bhm),17.0,171.32436260623228,61.75478645066274,NAM,1992,Barcelona,no medal,2,1
48192,Monica Anja Dahl (-Bhm),21.0,171.32436260623228,61.75478645066274,NAM,1996,Atlanta,no medal,2,2
48530,Petra Dallmann,29.0,184.0,69.0,GER,2008,Beijing,no medal,2,2
49201,Eszter Dara,22.0,187.0,67.0,HUN,2012,London,no medal,2,2
49207,Sofia Dara,21.0,174.0,65.0,GRE,1984,Los Angeles,no medal,2,2
49377,Ana Iulia Dascl,13.0,183.0,60.0,ROU,2016,Rio de Janeiro,no medal,1,1
49595,Edna May Davey (-Hamilton),19.292025862068964,171.32436260623228,61.75478645066274,AUS,1928,Amsterdam,no medal,1,1
49786,Elizabeth Valerie Davies (-Latham),20.0,166.0,61.75478645066274,GBR,1932,Los Angeles,no medal,1,1
50498,Inge de Bruijn,27.0,174.0,55.0,NED,2000,Sydney,Gold,3,2
50502,Inge de Bruijn,30.0,174.0,55.0,NED,2004,Athina,Silver,3,3
51203,Evelyn Rose de Lacy (-Whillier),18.0,171.32436260623228,61.75478645066274,AUS,1936,Berlin,no medal,1,1
51613,Daynara Lopes Ferreira de Paula,23.0,163.0,55.0,BRA,2012,London,no medal,3,2
51823,Helena de Moraes Salles,17.0,171.32436260623228,61.75478645066274,BRA,1936,Berlin,no medal,1,1
52041,Mara Rosario de Vivanco Roca,15.0,161.0,52.0,PER,1964,Tokyo,no medal,2,1
52042,Mara Rosario de Vivanco Roca,19.0,161.0,52.0,PER,1968,Mexico City,no medal,2,2
52615,Yvonne Blanche Louise Degraine (-Faucheux-),20.0,171.32436260623228,61.75478645066274,FRA,1920,Antwerpen,no medal,1,1
52743,Inge Dekker,22.0,183.0,67.0,NED,2008,Beijing,no medal,4,2
53356,Jacqueline Delord,18.0,170.0,57.0,FRA,1988,Seoul,no medal,3,1
53696,"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",14.0,163.0,61.75478645066274,NED,1932,Los Angeles,Silver,2,1
53698,"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",18.0,163.0,61.75478645066274,NED,1936,Berlin,no medal,2,2
54565,Phyllis Delma Dewar (-Lowery),20.0,171.32436260623228,61.75478645066274,CAN,1936,Berlin,no medal,1,1
54667,Shreya Dhital,17.0,163.0,54.0,NEP,2012,London,no medal,1,1
55408,Karen Dieffenthaler,20.0,162.0,58.0,TTO,1988,Seoul,no medal,1,1
55599,Dominique Lorraine Diezi (-O'Brien),27.0,177.0,69.0,SUI,2004,Athina,no medal,2,2
55919,Ding Jilian,20.0,166.0,60.0,CHN,1984,Los Angeles,no medal,1,1
56573,Luminia Liliana Dobrescu,17.0,180.0,70.0,ROU,1988,Seoul,no medal,3,1
56576,Luminia Liliana Dobrescu,21.0,180.0,70.0,ROU,1992,Barcelona,no medal,3,2
56581,Luminia Liliana Dobrescu,25.0,180.0,70.0,ROU,1996,Atlanta,no medal,3,3
56669,Marguerite Dorothy Dockrell (-Mason),16.0,171.32436260623228,61.75478645066274,IRL,1928,Amsterdam,no medal,1,1
56837,Anna Maree Doig (-Daly),18.0,165.0,61.75478645066274,NZL,1984,Los Angeles,no medal,1,1
57025,Burcu Dolunay,28.0,174.0,63.0,TUR,2012,London,no medal,1,1
58517,Judith Draxler (-Hutter),26.0,180.0,72.0,AUT,1996,Atlanta,no medal,3,1
58519,Judith Draxler (-Hutter),30.0,180.0,72.0,AUT,2000,Sydney,no medal,3,2
58521,Judith Draxler (-Hutter),34.0,180.0,72.0,AUT,2004,Athina,no medal,3,3
58608,"Waltraud ""Wally"" Dressel (-Stolberg)",18.0,171.32436260623228,61.75478645066274,GER,1912,Stockholm,no medal,1,1
58811,Monique Drost,15.0,175.0,71.0,NED,1980,Moskva,no medal,1,1
59040,Enriqueta Corina Duarte Ibarra Garca,19.0,171.32436260623228,61.75478645066274,ARG,1948,London,no medal,1,1
59991,Anne A. Dupire,19.292025862068964,171.32436260623228,61.75478645066274,FRA,1928,Amsterdam,no medal,1,1
60104,"Sarah Frances ""Fanny"" Durack (-Gately)",22.0,171.32436260623228,61.75478645066274,ANZ,1912,Stockholm,Gold,1,1
60855,Maureen Cynthia Eager,15.0,171.32436260623228,61.75478645066274,HKG,1952,Helsinki,no medal,1,1
61309,"Gertrude Caroline ""Trudy"" Ederle",18.0,167.0,64.0,USA,1924,Paris,Bronze,1,1
61383,Susan Stewart Edmondson,16.0,169.0,62.0,GBR,1972,Munich,no medal,2,1
61387,Susan Stewart Edmondson,20.0,169.0,62.0,GBR,1976,Montreal,no medal,2,2
62515,Rola El-Haress,17.0,168.0,57.0,LIB,2000,Sydney,no medal,1,1
62787,Rania Amr El-Wani,14.0,178.0,75.0,EGY,1992,Barcelona,no medal,3,1
62791,Rania Amr El-Wani,18.0,178.0,75.0,EGY,1996,Atlanta,no medal,3,2
62794,Rania Amr El-Wani,22.0,178.0,75.0,EGY,2000,Sydney,no medal,3,3
63083,Helene Elliott,19.0,176.0,63.0,PHI,1968,Mexico City,no medal,1,1
63140,"Kathleen ""Kathy"" Ellis (-Landgraf, -Greer)",17.0,169.0,59.0,USA,1964,Tokyo,Bronze,1,1
63681,"Maria Geertruida ""Zus"" Engelenberg (-Ashbridge-Thomlinson)",19.0,171.32436260623228,61.75478645066274,RSA,1928,Amsterdam,no medal,1,1
64323,Berith Agneta Eriksson,15.0,179.0,67.0,SWE,1980,Moskva,no medal,3,1
64325,Berith Agneta Eriksson,19.0,179.0,67.0,SWE,1984,Los Angeles,no medal,3,2
64482,Maria-Anna Erismann,19.292025862068964,171.32436260623228,61.75478645066274,SUI,1948,London,no medal,1,1
64494,"Irene ""Reni"" Erkens (-Kppers)",18.0,171.32436260623228,61.75478645066274,GER,1928,Amsterdam,no medal,1,1
65551,Fearne Ewart,20.0,171.32436260623228,61.75478645066274,GBR,1956,Melbourne,no medal,1,1
65558,"Hulda Gunhild Axelina ""Gulli"" Ewerlund (-Andersson)",21.0,171.32436260623228,61.75478645066274,SWE,1924,Paris,no medal,1,1
67173,Mareme Faye,25.0,177.0,73.0,SEN,2012,London,no medal,1,1
67179,Jane Fayer,17.0,180.0,67.0,PUR,1976,Montreal,no medal,1,1
68020,Carla Fernandes,14.0,168.0,56.0,ANG,1988,Seoul,no medal,1,1
68384,Carmen Ferracuti,16.0,173.0,52.0,ESA,1968,Mexico City,no medal,1,1
68403,Erika Ferraioli,30.0,180.0,65.0,ITA,2016,Rio de Janeiro,no medal,3,3
68861,Nadia Fezzani,19.292025862068964,131.0,41.0,LBA,1980,Moskva,no medal,1,1
68898,"Nicola ""Nikki"" Fibbens",20.0,173.0,61.0,GBR,1984,Los Angeles,no medal,1,1
69119,Emilia Mnica Figueroa Belhot,15.0,166.0,59.0,URU,1968,Mexico City,no medal,1,1
69162,Solenne Nadge Figus (-Saint Marie),17.0,178.0,59.0,FRA,1996,Atlanta,no medal,3,1
69421,Katarna Filov,23.0,173.0,63.0,SVK,2012,London,no medal,1,1
69898,Alison Rachel Fitch,16.0,176.0,69.0,NZL,1996,Atlanta,no medal,2,1
69902,Alison Rachel Fitch,24.0,176.0,69.0,NZL,2004,Athina,no medal,2,2
70348,Jennie Fletcher (-Hyslop),22.0,171.32436260623228,61.75478645066274,GBR,1912,Stockholm,Bronze,1,1
70737,Catherine Helen Fogarty,17.0,159.0,50.0,ZIM,1988,Seoul,no medal,1,1
71058,Megan Fonteno,19.0,163.0,61.0,ASA,2012,London,no medal,1,1
71433,Ana Josefina Fortin Pineda,16.0,166.0,51.0,HON,1988,Seoul,no medal,2,1
71438,Ana Josefina Fortin Pineda,20.0,166.0,51.0,HON,1992,Barcelona,no medal,2,2
72077,Leanne Francis,15.0,171.0,59.0,AUS,1972,Munich,no medal,1,1
72124,Claudia Mara Franco Solana,17.0,170.0,56.0,ESP,1992,Barcelona,no medal,2,1
72127,Claudia Mara Franco Solana,20.0,170.0,56.0,ESP,1996,Atlanta,no medal,2,2
72307,"Melissa Jeanette ""Missy"" Franklin",17.0,188.0,77.0,USA,2012,London,no medal,2,1
