,Name,Age,Height,Weight,NOC,Year,City,Medal,Times_Participated,Participation_Number
72408,Dawn Lorraine Fraser,19.0,172.0,67.0,AUS,1956,Melbourne,Gold,3,1
72411,Dawn Lorraine Fraser,22.0,172.0,67.0,AUS,1960,Roma,Gold,3,2
72415,Dawn Lorraine Fraser,27.0,172.0,67.0,AUS,1964,Tokyo,Gold,3,3
72655,Eva Malin Ingegerd Fredin,17.0,171.32436260623228,61.75478645066274,SWE,1948,London,no medal,2,1
72658,Eva Malin Ingegerd Fredin,21.0,171.32436260623228,61.75478645066274,SWE,1952,Helsinki,no medal,2,2
72880,Elsa Vicente Freire,14.0,157.0,50.0,ANG,1988,Seoul,no medal,2,1
72884,Elsa Vicente Freire,17.0,157.0,50.0,ANG,1992,Barcelona,no medal,2,2
73489,Hda Frost (-Ducoulombier),20.0,160.0,52.0,FRA,1956,Melbourne,no medal,2,1
73492,Hda Frost (-Ducoulombier),23.0,160.0,52.0,FRA,1960,Roma,no medal,2,2
74231,Karin Margareta Furuhed (-Johansson),21.0,171.0,58.0,SWE,1988,Seoul,no medal,2,2
74259,Tsuneko Furuta,15.0,171.32436260623228,61.75478645066274,JPN,1936,Berlin,no medal,1,1
74711,Marie-Laure Gaillot (-Bonafos),17.0,168.0,61.0,FRA,1960,Roma,no medal,1,1
74891,Daniela Galassi,16.0,165.0,50.0,SMR,1984,Los Angeles,no medal,1,1
75744,Eleanor Agnes Garatti-Saville,18.0,171.32436260623228,61.75478645066274,USA,1928,Amsterdam,Silver,2,1
75746,Eleanor Agnes Garatti-Saville,23.0,171.32436260623228,61.75478645066274,USA,1932,Los Angeles,Bronze,2,2
75903,Celeste Garca,15.0,158.0,60.0,PER,1980,Moskva,no medal,1,1
76007,"Hedvig ""Hedy"" Garca",18.0,160.0,53.0,PHI,1968,Mexico City,no medal,1,1
76273,Vanessa Milagros Garca Vega,20.0,173.0,75.0,PUR,2004,Athina,no medal,4,1
76856,Bryl milie Paulette Gastaldello,21.0,176.0,66.0,FRA,2016,Rio de Janeiro,no medal,1,1
78126,Aleksandra Viktorovna Gerasimenya,22.0,175.0,60.0,BLR,2008,Beijing,no medal,3,1
78128,Aleksandra Viktorovna Gerasimenya,26.0,175.0,60.0,BLR,2012,London,Silver,3,2
78132,Aleksandra Viktorovna Gerasimenya,30.0,175.0,60.0,BLR,2016,Rio de Janeiro,no medal,3,3
78668,Senda Al-Gharbi,21.0,162.0,58.0,TUN,1988,Seoul,no medal,1,1
78690,Faten Ghattas,19.0,170.0,54.0,TUN,1984,Los Angeles,no medal,1,1
79076,Chantal Zita Gibney,19.0,178.0,70.0,IRL,2000,Sydney,no medal,1,1
80624,Yvonne Godard,24.0,171.32436260623228,61.75478645066274,FRA,1932,Los Angeles,no medal,1,1
82636,"Anna ""Anya"" Gostomelsky",23.0,164.0,57.0,ISR,2004,Athina,no medal,2,1
82639,"Anna ""Anya"" Gostomelsky",27.0,164.0,57.0,ISR,2008,Beijing,no medal,2,2
82810,"Shane Elizabeth Gould (-Innis, -Nelms)",15.0,171.0,59.0,AUS,1972,Munich,Bronze,1,1
82915,Nastja Govejek,15.0,170.0,55.0,SLO,2012,London,no medal,1,1
83512,Virginia Grant (-Ridpath),19.292025862068964,171.32436260623228,61.75478645066274,CAN,1956,Melbourne,no medal,1,1
83514,Zilpha Grant (-Wheelton),17.0,171.32436260623228,61.75478645066274,GBR,1936,Berlin,no medal,1,1
83657,Elaine Dorothy Gray,18.0,170.0,56.0,GBR,1976,Montreal,no medal,1,1
84404,Winifred Clare Griffin (-Ashby),24.0,171.32436260623228,61.75478645066274,NZL,1956,Melbourne,no medal,1,1
85099,Catherine Grosjean,21.0,170.0,58.0,FRA,1968,Mexico City,no medal,1,1
85482,"Martina Grunert (-Koch, -Abresch)",15.0,162.0,57.0,GER,1964,Tokyo,no medal,2,1
86022,Irene May Guest (-Loog),19.0,157.0,61.75478645066274,USA,1920,Antwerpen,Silver,1,1
86879,Rebeca Braga Lakiss Gusmo,19.0,178.0,74.0,BRA,2004,Athina,no medal,1,1
86983,Linda Lee Gustavson (-McGuire),18.0,175.0,61.0,USA,1968,Mexico City,Bronze,1,1
87168,"Claire Guttenstein (Frick-, -Gutt)",24.0,171.32436260623228,61.75478645066274,BEL,1912,Stockholm,no medal,1,1
87345,Hrafnhildur Gumundsdttir,21.0,183.0,62.0,ISL,1964,Tokyo,no medal,2,1
87346,Hrafnhildur Gumundsdttir,25.0,183.0,62.0,ISL,1968,Mexico City,no medal,2,2
87483,Valria Gyenge (-Garai),23.0,171.32436260623228,61.75478645066274,HUN,1956,Melbourne,no medal,2,2
87503,Jane Hilda Charlotta Gylling (-Palm),18.0,171.32436260623228,61.75478645066274,SWE,1920,Antwerpen,no medal,2,1
87860,Olga Hachatryan,16.0,163.0,63.0,TKM,2008,Beijing,no medal,1,1
88081,Nevine Hafez,15.0,159.0,60.0,EGY,1984,Los Angeles,no medal,1,1
88083,Sherwite Hafez,17.0,163.0,60.0,EGY,1984,Los Angeles,no medal,1,1
88130,Ann-Christine Hagberg,16.0,162.0,47.0,SWE,1964,Tokyo,no medal,1,1
88402,Nicole Lee Haislett (-Bacher),19.0,172.0,64.0,USA,1992,Barcelona,no medal,1,1
88956,Jeanne Courtney Hallock (-Craig),17.0,173.0,61.0,USA,1964,Tokyo,no medal,1,1
89022,"Francesca Jean ""Fran"" Halsall",18.0,172.0,64.0,GBR,2008,Beijing,no medal,3,1
89028,"Francesca Jean ""Fran"" Halsall",22.0,172.0,64.0,GBR,2012,London,no medal,3,2
89773,Han Xue,18.0,177.0,68.0,CHN,2000,Sydney,no medal,2,2
89778,Han Yeong-Hui,15.0,170.0,51.0,KOR,1988,Seoul,no medal,1,1
90048,Simone Hanner,19.0,163.0,52.0,FRA,1968,Mexico City,no medal,1,1
90473,Ida Maria Hansson,18.0,175.0,60.0,SWE,1976,Montreal,no medal,1,1
90761,Margaret Harding,16.0,173.0,57.0,PUR,1964,Tokyo,no medal,1,1
90822,Jessica Adele Hardy (-Meichtry),25.0,180.0,70.0,USA,2012,London,no medal,1,1
91157,Joan Cynthia Harrison (-Breetzke),16.0,171.32436260623228,61.75478645066274,RSA,1952,Helsinki,no medal,1,1
91220,Vera Harsnyi,16.0,171.32436260623228,61.75478645066274,HUN,1936,Berlin,no medal,1,1
91409,Karen Margrethe Harup (-Petersen),23.0,171.32436260623228,61.75478645066274,DEN,1948,London,no medal,1,1
91453,Lesleigh Anne Harvey (-Mayes),15.0,159.0,56.0,AUS,1976,Montreal,no medal,1,1
91509,Rosa Tatiana Hasbn,16.0,167.0,57.0,ESA,1968,Mexico City,no medal,1,1
92499,Nicole Isau Hayes,16.0,160.0,50.0,PLW,2000,Sydney,no medal,1,1
92789,Carol-Ann Heavey,19.292025862068964,171.32436260623228,61.75478645066274,IRL,1984,Los Angeles,no medal,1,1
93010,"Frederike Johanna Maria ""Femke"" Heemskerk",24.0,180.0,68.0,NED,2012,London,no medal,3,2
93013,"Frederike Johanna Maria ""Femke"" Heemskerk",28.0,180.0,68.0,NED,2016,Rio de Janeiro,no medal,3,3
93245,Irma Heijting-Schuhmacher,23.0,171.32436260623228,61.75478645066274,NED,1948,London,no medal,2,1
93247,Irma Heijting-Schuhmacher,27.0,171.32436260623228,61.75478645066274,NED,1952,Helsinki,no medal,2,2
93472,Lara Heinz,19.0,174.0,66.0,LUX,2000,Sydney,no medal,2,1
93474,Lara Heinz,23.0,174.0,66.0,LUX,2004,Athina,no medal,2,2
93775,"Ingegrd Anita Hellstrm (-Stockwell, -Meredith)",16.0,171.32436260623228,61.75478645066274,SWE,1956,Melbourne,no medal,1,1
93831,Brenda Mersereau Helser (-de Morelos),24.0,171.32436260623228,61.75478645066274,USA,1948,London,no medal,1,1
94137,Jan Margo Henne (-Hawkins),21.0,170.0,64.0,USA,1968,Mexico City,Gold,1,1
94345,Jodie Clare Henry,20.0,176.0,63.0,AUS,2004,Athina,Gold,1,1
95818,Allison Ann Higson (-Cavanaugh),19.0,180.0,70.0,CAN,1992,Barcelona,no medal,2,2
96238,Margery Hinton,21.0,168.0,61.75478645066274,GBR,1936,Berlin,no medal,3,3
96599,Ilona Hlavkov,23.0,180.0,75.0,CZE,2000,Sydney,no medal,2,1
97248,Frances M. Hogben,19.0,171.32436260623228,61.75478645066274,GBR,1956,Melbourne,no medal,1,1
97284,Nancy Lynn Hogshead (-Makar),22.0,172.0,66.0,USA,1984,Los Angeles,Gold,1,1
97944,Eileen Hannah Holt Vogt,19.292025862068964,171.32436260623228,61.75478645066274,ARG,1948,London,no medal,1,1
98835,Claire Horrent,19.292025862068964,171.32436260623228,61.75478645066274,FRA,1928,Amsterdam,no medal,1,1
99396,Jade Ashleigh Howard,17.0,182.0,68.0,ZAM,2012,London,no medal,2,1
99397,Jade Ashleigh Howard,21.0,182.0,68.0,ZAM,2016,Rio de Janeiro,no medal,2,2
99908,Hsu Yue-Yun,14.0,164.0,54.0,TPE,1972,Munich,no medal,1,1
100475,Marianela Huen,16.0,165.0,60.0,VEN,1976,Montreal,no medal,1,1
100594,Edna Tildesley Hughes (-Redwood),15.0,160.0,61.75478645066274,GBR,1932,Los Angeles,no medal,2,1
100902,"Cee Kay ""Celeste"" Hung",16.0,168.0,59.0,HKG,1988,Seoul,no medal,1,1
101552,Ragnhild Tove Hveger (-Andersen),15.0,171.32436260623228,61.75478645066274,DEN,1936,Berlin,no medal,2,1
101555,Ragnhild Tove Hveger (-Andersen),31.0,171.32436260623228,61.75478645066274,DEN,1952,Helsinki,no medal,2,2
101851,Liliana Ibez Lpez,21.0,180.0,70.0,MEX,2012,London,no medal,2,1
102361,Rikako Ikee,16.0,170.0,56.0,JPN,2016,Rio de Janeiro,no medal,1,1
102404,Joshua Ikhaghomi,17.0,171.32436260623228,61.75478645066274,NGR,1992,Barcelona,no medal,1,1
102677,Im Geum-Ja,17.0,161.0,56.0,KOR,1964,Tokyo,no medal,1,1
102947,Larissa Inangorore,20.0,160.0,62.0,BDI,2004,Athina,no medal,1,1
103622,Sara Isakovi,16.0,173.0,60.0,SLO,2004,Athina,no medal,3,1
104653,Margaret Iwasaki,18.0,159.0,54.0,CAN,1960,Roma,no medal,1,1
104719,Katerina Izmaylova,23.0,170.0,57.0,TJK,2000,Sydney,no medal,3,1
104881,Alexandra Elizabeth Jackson,16.0,175.0,69.0,GBR,1968,Mexico City,no medal,1,1
105024,Christine Sotto Jacob (-Sandejas),17.0,166.0,50.0,PHI,1984,Los Angeles,no medal,1,1
105050,Gisela Jacob-Arendt,17.0,171.32436260623228,61.75478645066274,GER,1936,Berlin,Bronze,2,1
105143,Mette Jacobsen,23.0,172.0,61.0,DEN,1996,Atlanta,no medal,5,3
105343,Ulla Birgitta Elisabeth Jfvert (-Fahln),18.0,170.0,60.0,SWE,1964,Tokyo,no medal,1,1
105997,Jang Hui-Jin,14.0,171.0,60.0,KOR,2000,Sydney,no medal,2,1
106000,Jang Hui-Jin,21.0,171.0,60.0,KOR,2008,Beijing,no medal,2,2
106290,"Katharine ""Kati"" Jansen",22.0,171.32436260623228,61.75478645066274,GER,1956,Melbourne,no medal,2,2
106466,Ginette Jany-Sendral,16.0,171.32436260623228,61.75478645066274,FRA,1948,London,no medal,3,1
106471,Ginette Jany-Sendral,24.0,171.32436260623228,61.75478645066274,FRA,1956,Melbourne,no medal,3,3
106560,Anne Elizabeth Jardin (-Alexander),16.0,179.0,77.0,CAN,1976,Montreal,no medal,1,1
106685,Tyyne Maria Jrvi (-Sjblad),21.0,171.32436260623228,61.75478645066274,FIN,1912,Stockholm,no medal,1,1
106713,"Ritva Kaarina Jrvinen (-Ritvas, -Jaakola)",19.0,170.0,64.0,FIN,1952,Helsinki,no medal,1,1
107089,"Constance Mabel ""Connie"" Jeans",20.0,171.32436260623228,61.75478645066274,GBR,1920,Antwerpen,no medal,2,1
107092,"Constance Mabel ""Connie"" Jeans",24.0,171.32436260623228,61.75478645066274,GBR,1924,Paris,no medal,2,2
107201,Toni Maree Jeffs (-Evans),23.0,175.0,61.75478645066274,NZL,1992,Barcelona,no medal,1,1
107571,Gitta Poulsgaard Jensen,16.0,183.0,68.0,DEN,1988,Seoul,no medal,2,1
107575,Gitta Poulsgaard Jensen,20.0,183.0,68.0,DEN,1992,Barcelona,no medal,2,2
107747,Lene Jenssen (-Holmertz),19.0,178.0,62.0,NOR,1976,Montreal,no medal,1,1
108591,Hitomi Jinno,19.0,161.0,55.0,JPN,1956,Melbourne,no medal,2,1
108593,Hitomi Jinno,23.0,161.0,55.0,JPN,1960,Roma,no medal,2,2
108828,Kate Margareth Jobson (-Davis),19.0,171.32436260623228,61.75478645066274,SWE,1956,Melbourne,no medal,1,1
109048,Vibeke Lambersy Johansen,17.0,172.0,60.0,NOR,1996,Atlanta,no medal,1,1
109125,"Anna Teresa Margareta ""Greta"" Johansson (-Brandsten)",17.0,171.32436260623228,61.75478645066274,SWE,1912,Stockholm,no medal,1,1
109374,Louise Jhncke (-Tjrnqvist),24.0,175.0,70.0,SWE,2000,Sydney,no medal,2,2
109766,Sonja Sofia Valfrida Johnsson (-Dymling),16.0,171.32436260623228,61.75478645066274,SWE,1912,Stockholm,no medal,1,1
110841,Kara Lynn Joyce,18.0,183.0,70.0,USA,2004,Athina,no medal,3,1
111223,Bayan Jumah,18.0,182.0,76.0,SYR,2012,London,no medal,2,1
111237,Rossana Juncos,18.0,154.0,55.0,ARG,1976,Montreal,no medal,1,1
112742,Sophie Kamoun,17.0,173.0,55.0,FRA,1984,Los Angeles,no medal,1,1
112763,Berber Kamstra,16.0,175.0,66.0,NED,1976,Montreal,no medal,1,1
113574,Maria Kardum,16.0,167.0,54.0,SWE,1984,Los Angeles,no medal,1,1
113611,Regina Kari (-Harjula),19.0,171.32436260623228,61.75478645066274,FIN,1912,Stockholm,no medal,1,1
114885,Shigeko Kawanishi,19.0,171.0,66.0,JPN,1968,Mexico City,no medal,2,1
114887,Shigeko Kawanishi,23.0,171.0,66.0,JPN,1972,Munich,no medal,2,2
115222,"Alexandra ""Sandra"" Keen",17.0,170.0,70.0,GBR,1964,Tokyo,no medal,1,1
115344,Tracy Keith-Matchitt,26.0,167.0,60.0,COK,2016,Rio de Janeiro,no medal,1,1
115561,Josefa Kellner,21.0,171.32436260623228,61.75478645066274,AUT,1912,Stockholm,no medal,1,1
115566,Fiona Jean Kellock,19.0,168.0,54.0,GBR,1968,Mexico City,no medal,1,1
115737,"Jennifer Jo ""Jenny"" Kempf",17.0,175.0,66.0,USA,1972,Munich,no medal,1,1
115941,Helen Louise Kennedy,15.0,169.0,61.0,CAN,1964,Tokyo,no medal,1,1
116217,Jane Louise Kerr (-Thompson),16.0,176.0,63.0,CAN,1984,Los Angeles,no medal,2,1
116220,Jane Louise Kerr (-Thompson),20.0,176.0,63.0,CAN,1988,Seoul,no medal,2,2
116710,Nancy Khalaf,14.0,164.0,56.0,LIB,1988,Seoul,no medal,1,1
117465,Natasha Khristova,18.0,165.0,60.0,BUL,1988,Seoul,no medal,1,1
117639,Yekaterina Kibalo,18.0,170.0,61.0,RUS,2000,Sydney,no medal,1,1
118335,Kim Eun-Jeong,15.0,157.0,51.0,KOR,1988,Seoul,no medal,1,1
118705,Kim Jin-Suk,15.0,165.0,48.0,KOR,1984,Los Angeles,no medal,1,1
119353,Toyoko Kimura,18.0,166.0,66.0,JPN,1964,Tokyo,no medal,1,1
121337,Birgit Klomp (-Osselmann),16.0,171.32436260623228,61.75478645066274,GER,1956,Melbourne,no medal,1,1
121972,Miwako Kobayashi,16.0,155.0,55.0,JPN,1968,Mexico City,no medal,1,1
122173,"Adelheid ""Heidi"" Koch",18.0,169.0,57.0,AUT,1980,Moskva,no medal,1,1
122291,Vera Minna Chantelle Kock,16.0,168.0,52.0,SWE,1968,Mexico City,no medal,1,1
122644,Patricia Kohlmann Hackl,15.0,177.0,59.0,MEX,1984,Los Angeles,no medal,2,1
122649,Patricia Kohlmann Hackl,20.0,177.0,59.0,MEX,1988,Seoul,no medal,2,2
122733,Ritva Anja Marika Koivula (-Miinin),19.0,158.0,59.0,FIN,1952,Helsinki,no medal,1,1
122767,Kazue Kojima,15.0,171.32436260623228,61.75478645066274,JPN,1932,Los Angeles,no medal,2,1
122769,Kazue Kojima,19.0,171.32436260623228,61.75478645066274,JPN,1936,Berlin,no medal,2,2
123293,Jana Kolukanova,23.0,182.0,67.0,EST,2004,Athina,no medal,2,2
123814,"Ilze ""Ilsa"" Konrads",16.0,172.0,68.0,AUS,1960,Roma,no medal,1,1
124215,Agata Ewa Korc,22.0,175.0,58.0,POL,2008,Beijing,no medal,1,1
124693,Birgit Koschischek,21.0,169.0,60.0,AUT,2008,Beijing,no medal,3,1
125049,Eleni Kosti,22.0,175.0,61.0,GRE,2008,Beijing,no medal,2,2
125467,Gloria Koussihouede,17.0,164.0,54.0,BEN,2004,Athina,no medal,2,1
125595,Edit Kovcs,17.0,164.0,54.0,HUN,1968,Mexico City,no medal,5,1
125598,Edit Kovcs,21.0,164.0,54.0,HUN,1972,Munich,no medal,5,2
126879,Mitzi Patricia Kremer (-Tighe),20.0,178.0,68.0,USA,1988,Seoul,no medal,1,1
127016,Marianne Kriel,20.0,171.32436260623228,61.75478645066274,RSA,1992,Barcelona,no medal,2,1
127458,Ranomi Kromowidjojo,21.0,180.0,72.0,NED,2012,London,Gold,3,2
127462,Ranomi Kromowidjojo,25.0,180.0,72.0,NED,2016,Rio de Janeiro,no medal,3,3
130234,Kristna Kynrov,17.0,175.0,60.0,CZE,1996,Atlanta,no medal,2,1
130575,Ethel Minnie Lackie (-Watkins),17.0,171.32436260623228,61.75478645066274,USA,1924,Paris,Gold,1,1
130669,Jrat Ladaviit,15.0,176.0,62.0,LTU,2000,Sydney,no medal,1,1
130673,"Cornelia ""Corrie"" Ladd (-Voogd, -Bakhuizen)",16.0,175.0,61.75478645066274,NED,1932,Los Angeles,no medal,1,1
131151,"Susanne E. ""Susan"" Laird (-Scavey)",19.0,171.32436260623228,61.75478645066274,USA,1928,Amsterdam,no medal,1,1
131237,Gyngyvr Lakos,23.0,173.0,58.0,HUN,2000,Sydney,no medal,2,2
131301,Ann Lallande,15.0,165.0,52.0,PUR,1964,Tokyo,no medal,1,1
131668,Robyn Lamsam,14.0,171.32436260623228,61.75478645066274,HKG,1992,Barcelona,no medal,1,1
132082,Mary Ada Langford,17.0,171.32436260623228,61.75478645066274,GBR,1912,Stockholm,no medal,1,1
132390,Bernice Ruth Lapp (-Squier),18.0,171.32436260623228,61.75478645066274,USA,1936,Berlin,no medal,1,1
132491,Mara Antonia Lardizbal (-Krogh),16.0,171.32436260623228,61.75478645066274,HON,1984,Los Angeles,no medal,1,1
132897,Anna Karin Larsson (-Ahlstrm),18.0,170.0,64.0,SWE,1960,Roma,no medal,2,2
133805,Marion Beverly Lay,15.0,168.0,61.0,CAN,1964,Tokyo,no medal,2,1
133808,Marion Beverly Lay,19.0,168.0,61.0,CAN,1968,Mexico City,no medal,2,2
134006,Le Jingyi,17.0,178.0,68.0,CHN,1992,Barcelona,no medal,2,1
134010,Le Jingyi,21.0,178.0,68.0,CHN,1996,Atlanta,Gold,2,2
134091,Drue Evelyn Le Guier (-Thomas),17.0,169.0,69.0,AUS,1976,Montreal,no medal,1,1
134410,Ernestine Lebrun,19.292025862068964,171.32436260623228,61.75478645066274,FRA,1920,Antwerpen,no medal,2,1
134412,Ernestine Lebrun,19.292025862068964,171.32436260623228,61.75478645066274,FRA,1924,Paris,no medal,2,2
134495,Corinne Leclair,22.0,171.32436260623228,61.75478645066274,MRI,1992,Barcelona,no medal,1,1
134670,Marguerite M. Ledoux,19.292025862068964,171.32436260623228,61.75478645066274,FRA,1928,Amsterdam,no medal,1,1
134705,Lee Bo-Eun,19.0,172.0,61.0,KOR,1996,Atlanta,no medal,2,1
135587,Nathalie Lee Baw,15.0,150.0,55.0,MRI,2000,Sydney,no medal,1,1
135599,Faith Yvonne Leech (-Touhy),15.0,178.0,61.75478645066274,AUS,1956,Melbourne,Bronze,1,1
135894,"Charlotte Emma ""Lotte"" Lehmann (-Sprssig)",21.0,171.32436260623228,61.75478645066274,GER,1928,Amsterdam,no medal,1,1
136567,Tatiana Martine Lemos de Lima Barbosa,29.0,168.0,63.0,BRA,2008,Beijing,no medal,2,2
136660,Maria Emma Hulda Lenk Zigler,17.0,168.0,61.75478645066274,BRA,1932,Los Angeles,no medal,2,1
136666,"Magdolna ""Magda"" Lenkei (-Linzer)",19.0,171.32436260623228,61.75478645066274,HUN,1936,Berlin,no medal,1,1
136711,"Lisbeth Constance ""Libby"" Lenton-Trickett",19.0,167.0,60.0,AUS,2004,Athina,no medal,3,1
136714,"Lisbeth Constance ""Libby"" Lenton-Trickett",23.0,167.0,60.0,AUS,2008,Beijing,Silver,3,2
139060,Ann-Charlotte Gun Lilja (-La Monica),18.0,171.0,54.0,SWE,1964,Tokyo,no medal,1,1
139095,Anna Josefin Lillhage (-stblom),24.0,177.0,65.0,SWE,2004,Athina,no medal,4,3
139099,Anna Josefin Lillhage (-stblom),28.0,177.0,65.0,SWE,2008,Beijing,no medal,4,4
140159,Marie-Louise Jean Josphine Linssen-Vaessen,20.0,171.32436260623228,61.75478645066274,NED,1948,London,Bronze,2,1
140167,Marjorie Edith Linton (-McCloskey),15.0,171.32436260623228,61.75478645066274,CAN,1932,Los Angeles,no medal,1,1
140497,Mria Littomeritzky (-Bognr),21.0,171.32436260623228,61.75478645066274,HUN,1948,London,no medal,3,1
141018,Anita Carina Ljungdahl (-Algotsson),20.0,170.0,57.0,SWE,1980,Moskva,no medal,1,1
141682,"Magdalena Maria ""Leni"" Lohmar (-Henze)",21.0,171.32436260623228,61.75478645066274,GER,1936,Berlin,no medal,1,1
141744,Olga Loizou,18.0,164.0,54.0,CYP,1980,Moskva,no medal,1,1
142786,Lou Yaping,17.0,167.0,57.0,CHN,1988,Seoul,no medal,1,1
143031,Nataliya Vladimirovna Lovtsova,28.0,177.0,70.0,RUS,2016,Rio de Janeiro,no medal,2,2
143141,Gertrudes Lozada,19.292025862068964,171.32436260623228,61.75478645066274,PHI,1956,Melbourne,no medal,1,1
143863,Sabrina Lum,17.0,168.0,58.0,TPE,1988,Seoul,no medal,1,1
144080,Karin Lundgren (-Heijkenskild),17.0,171.32436260623228,61.75478645066274,SWE,1912,Stockholm,no medal,1,1
144124,Ingrid Marianne Lundquist (-Grane),17.0,171.32436260623228,61.75478645066274,SWE,1948,London,no medal,2,1
144126,Ingrid Marianne Lundquist (-Grane),20.0,171.32436260623228,61.75478645066274,SWE,1952,Helsinki,no medal,2,2
144988,Jenny Genoveva Maakal (-Thomas),18.0,171.32436260623228,61.75478645066274,RSA,1932,Los Angeles,no medal,1,1
145514,"Ethel Ellen ""Kitty"" Mackay (-Hodgson)",21.0,182.0,61.75478645066274,AUS,1936,Berlin,no medal,1,1
145794,Csilla Madarsz-Dobay (Bajnogel-),17.0,169.0,65.0,HUN,1960,Roma,no medal,2,1
145797,Csilla Madarsz-Dobay (Bajnogel-),21.0,169.0,65.0,HUN,1964,Tokyo,no medal,2,2
145900,Helene Emma Madison,19.0,171.32436260623228,61.75478645066274,USA,1932,Los Angeles,Gold,1,1
147135,"Antonia ""Tonia"" Makhaira",25.0,180.0,65.0,GRE,1996,Atlanta,no medal,2,1
147139,"Antonia ""Tonia"" Makhaira",29.0,180.0,65.0,GRE,2000,Sydney,no medal,2,2
148180,Claude Mandonnaud,18.0,167.0,60.0,FRA,1968,Mexico City,no medal,2,1
148183,Claude Mandonnaud,22.0,167.0,60.0,FRA,1972,Munich,no medal,2,2
